age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,worker_id,income_x,income_y
19, Private,29798, 12th,8, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States,7801f623-19f6-497c-9025-b0c5d3c3f275, <=50K, <=50K
57, Private,170287, Masters,14, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,702c646e-42eb-4cfe-b1eb-85fe34599a11, >50K, >50K
25, Self-emp-not-inc,136450, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States,3006393a-8101-4965-92c9-69aa28675c48, >50K, >50K
65, Private,105116, Some-college,10, Widowed, Adm-clerical, Not-in-family, White, Female,2346,0,40, United-States,a6f5bd82-e5ce-437a-a384-dbd97cc92755, <=50K, <=50K
33, Private,91666, 12th,8, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,1ce554b2-7819-4a0c-8570-df5f195723c0, <=50K, <=50K
49, Private,149049, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,14344,0,45, United-States,27739737-40df-4236-b5d7-77d1cfa4ab54, >50K, >50K
46, Local-gov,65535, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States,306407f6-ad6b-4c8d-91d2-06ecf131d1ae, >50K, >50K
57, Private,135796, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,48, United-States,017ae67f-b170-4bd5-b776-7f74957a9eec, <=50K, <=50K
76, Local-gov,259612, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,15, United-States,89509f95-31e5-443e-a6da-6949c7df5a55, <=50K, <=50K
19, ?,140242, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,20, United-States,9607cda6-c8d7-49cb-b97a-2c0768b6fc6e, <=50K, <=50K
55, Private,198145, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States,669f9cbe-505a-4e57-9ee9-59e20e03b4cc, >50K, >50K
64, Local-gov,266080, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States,aa5a59c6-6b69-49f4-964e-7f086a4d4398, <=50K, <=50K
23, Private,64292, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,a51bab2d-db1c-4dbe-b60c-b832554886ba, <=50K, <=50K
40, Private,116632, Bachelors,13, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,87c9ec38-b5b1-472e-892b-4b750b0b0a7c, <=50K, <=50K
27, Private,218785, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States,e5e78fc2-602c-415f-abaf-ff8ea8e286fd, <=50K, <=50K
55, Self-emp-not-inc,184425, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,99, United-States,3520979c-f196-411f-8c61-6749eafdb1a0, >50K, >50K
41, Private,169628, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,0,0,40, ?,6fd59982-92f3-4a7b-bc7a-eeebd364c6f5, <=50K, <=50K
66, Private,284021, HS-grad,9, Widowed, Sales, Not-in-family, White, Female,0,0,40, United-States,311bbfc7-05ea-4bf3-8e2e-bfec78faeafd, <=50K, <=50K
31, Private,190027, HS-grad,9, Never-married, Other-service, Other-relative, Black, Female,0,0,40, ?,3d947555-2ff7-4e64-941f-da973c1c7803, <=50K, <=50K
49, Private,94342, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,a923ee6b-ab59-44bf-b58c-5d5f428beba3, <=50K, <=50K
37, Private,360743, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States,70218196-48e3-4e68-967e-5cfdf77f0f28, >50K, >50K
24, Private,174907, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States,ce8b2fe4-2791-4e24-b42a-b013260fb894, <=50K, <=50K
44, Private,157217, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,2edd140b-4548-49ee-9b3d-fa9544fc2fde, >50K, >50K
22, Private,60552, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,40, United-States,3b926815-efaf-4bfb-953c-b62e4176f7f7, <=50K, <=50K
36, Private,278576, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,bf87578c-0a65-44f7-b26b-110e059fb049, <=50K, <=50K
21, Private,344492, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States,84e5998d-8f5f-4a11-80a1-4a295693a17c, <=50K, <=50K
20, Private,100188, Some-college,10, Never-married, Tech-support, Own-child, White, Female,0,0,24, United-States,b1ed79dd-401e-4a17-a5ca-d1898749e75d, <=50K, <=50K
27, Private,29523, 10th,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,7247fc09-9e96-4d5e-8a23-f65ce015bb4b, <=50K, <=50K
29, Private,370494, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,40, Mexico,34f67cb3-3853-4b5a-abe9-39e5bc8d5397, <=50K, <=50K
29, Private,172865, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States,20106ed2-ba0b-41a8-b29d-eeeb14acb577, <=50K, <=50K
50, Private,182360, HS-grad,9, Separated, Prof-specialty, Unmarried, Other, Female,0,0,60, Puerto-Rico,56da6995-594b-4100-9817-a0a5bec85d01, <=50K, <=50K
56, Private,186556, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,e4627768-2c39-4eab-a1cb-679ce92be551, >50K, >50K
42, Private,112607, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,fa543f6a-91e1-4424-a899-6f34313fca31, <=50K, <=50K
33, Private,91964, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States,43d4dc02-6ecc-445e-a9aa-3da9f846a749, <=50K, <=50K
67, Private,217028, Masters,14, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,68559441-604e-4499-adf7-b08d5f60f052, <=50K, <=50K
34, Private,182691, HS-grad,9, Divorced, Exec-managerial, Own-child, White, Male,0,0,44, United-States,bc28a2ae-4dc5-4762-a755-53947d9a2acb, <=50K, <=50K
27, Federal-gov,46442, Bachelors,13, Never-married, Protective-serv, Not-in-family, White, Female,0,0,35, United-States,979c1adc-5c5d-4bfc-870b-ea753c1355ad, <=50K, <=50K
35, Private,111387, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1579,40, United-States,1d4d4da8-dc4e-4667-a52d-7b30d22e518b, <=50K, <=50K
24, State-gov,208826, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,99, England,5bab10d7-743d-4e79-8c43-177c866432e9, <=50K, <=50K
35, Private,111128, 10th,6, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,16cf4c14-0845-43c6-bf3c-818d37f179d4, <=50K, <=50K
24, ?,390608, HS-grad,9, Never-married, ?, Not-in-family, White, Female,0,0,36, United-States,65671768-c3bc-4b4c-8aac-207d0aaf84a1, <=50K, <=50K
38, Self-emp-inc,189679, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,de733fbe-3bec-4bb6-9849-aacfdf0138da, >50K, >50K
46, Local-gov,109089, Prof-school,15, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,a18aaac8-2e2c-4031-a90d-25c1a69fcfc8, >50K, >50K
25, ?,35829, Some-college,10, Divorced, ?, Unmarried, White, Female,0,0,50, United-States,72d8d8d1-7d81-4c91-86ee-f7ed9edb0168, <=50K, <=50K
17, Private,115551, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States,b350370a-7c65-429e-a62b-968cfe2812b0, <=50K, <=50K
58, Private,27385, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,3fa185bf-fef0-401b-aa12-18e9b73376fd, >50K, >50K
18, Private,415520, 11th,7, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States,4ccc1001-2666-400d-a801-4f8020b38b88, <=50K, <=50K
19, Private,184759, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,26, United-States,c0603a14-06a6-4920-a478-5ec50a499298, <=50K, <=50K
33, Private,79923, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States,b0d923b8-ca8a-4edc-9589-178fb90c9831, <=50K, <=50K
47, Self-emp-inc,139268, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,60, United-States,beafaad4-f603-45f2-9e97-1089e2bf3553, >50K, >50K
50, Private,108446, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0769cbeb-7d60-4fbf-9e6c-5a57817ca557, <=50K, <=50K
66, Self-emp-inc,220543, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,24519c9f-5141-40d0-a992-a5968d32ce32, >50K, >50K
29, Self-emp-not-inc,162298, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States,833d7815-57bf-4b61-a921-6ab8835a301c, >50K, >50K
41, Local-gov,488706, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,c9d0c40d-e77c-4ae1-b175-f15c9beb6ffb, <=50K, <=50K
55, Local-gov,209535, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1e88c7b8-b7b7-41e5-9baf-b90c932b99b9, >50K, >50K
62, Private,177791, 10th,6, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States,b4faee58-185b-41eb-8ecb-54d86cd5ffe5, <=50K, <=50K
31, Private,200117, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,9273bd8c-d18d-49ba-870b-f39fb203a4b1, <=50K, <=50K
26, Private,38232, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States,0809f554-d9a4-4111-9905-b5feb9540ced, <=50K, <=50K
44, Local-gov,100479, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States,7659e589-2e70-49fe-819e-325c2f0cae25, <=50K, <=50K
40, Local-gov,74949, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,fd36a562-27b0-4c82-b5b1-aafb74ca5d9a, <=50K, <=50K
56, Private,158752, Masters,14, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,50, United-States,b541a1c5-1f19-4997-95c4-b06b80511d94, <=50K, <=50K
51, Self-emp-not-inc,276456, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,3103,0,30, United-States,77508dbf-b277-4906-b571-10fbd39d457b, >50K, >50K
17, ?,138507, 10th,6, Never-married, ?, Own-child, White, Male,0,0,20, United-States,49f58380-beed-4f1d-8ddd-fcdcc1247d62, <=50K, <=50K
32, State-gov,513416, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,10, United-States,bb85821c-c983-4a87-b1a5-d39d975cd441, <=50K, <=50K
25, Private,106889, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,30, United-States,7621dd12-fd8d-4f5a-b4c1-9150bbaf17c2, <=50K, <=50K
63, Self-emp-not-inc,196994, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,15, United-States,975f3be5-6447-4c66-a9bc-33f2b3cb2c8b, <=50K, <=50K
19, Without-pay,43887, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,10, United-States,140f4012-6088-48c8-98a1-ff7a9b85cc87, <=50K, <=50K
63, ?,319121, 11th,7, Separated, ?, Not-in-family, Black, Male,0,0,40, United-States,02dc4475-91ee-48b0-9c8c-675010b99e73, <=50K, <=50K
32, State-gov,119033, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,f2ea08f7-12bd-46d8-bce7-6c221fc07716, >50K, >50K
34, Private,97306, Bachelors,13, Divorced, Craft-repair, Unmarried, White, Female,0,0,25, United-States,5c611e99-d435-4f6b-9357-b8a184d1fdd3, <=50K, <=50K
47, Self-emp-inc,105779, Bachelors,13, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,a2648d88-18dd-4d3c-8449-9015b1c99d00, >50K, >50K
34, State-gov,252529, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,48, United-States,d81f415b-1bc9-4341-9684-489ee3bf0115, <=50K, <=50K
50, State-gov,297551, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,52, United-States,8415da85-0fde-45ca-bb1d-9d87f6473564, <=50K, <=50K
56, Private,99894, 10th,6, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female,0,0,30, Japan,79a4a10e-68d6-4b6c-a163-7766fa683b27, >50K, >50K
77, Private,154205, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,10, United-States,0edbed93-1bb2-4536-9097-800bf05b94ec, <=50K, <=50K
56, Private,314149, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,6f57ca7e-87bd-448c-a475-5c1a9fd08a87, >50K, >50K
66, Self-emp-inc,179951, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States,5c929be9-9553-4da0-96b7-e115c0ce48b7, <=50K, <=50K
40, Private,178983, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,30, United-States,1fbf378d-5891-46f0-871e-7109230354fc, >50K, >50K
37, State-gov,160910, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,391cdc17-656e-43e8-9383-e3b99262ba85, <=50K, <=50K
58, Private,186385, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,8, United-States,3fd8b417-3540-4862-b6cb-e8268df3d5aa, <=50K, <=50K
38, Private,680390, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,20, United-States,125dfb28-0edf-4c9e-a921-c782636d5867, <=50K, <=50K
30, Private,226396, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,30, United-States,8cddb500-fdc6-4a49-bb83-aaac4a79d3ab, <=50K, <=50K
24, Private,211585, HS-grad,9, Married-civ-spouse, Transport-moving, Own-child, White, Female,0,0,40, United-States,8bc8eb91-b3db-46c6-80ae-4d65eb5f7fa5, <=50K, <=50K
44, Self-emp-not-inc,90021, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States,b86ab4e4-cdc4-4b76-89bc-3d5e8cf14591, <=50K, <=50K
24, Private,278155, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,30, United-States,9ebcbe04-ac73-4b68-801b-9d0d8cf9d8fc, <=50K, <=50K
40, Local-gov,26929, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0d3e4810-4c93-4ae1-81db-a6f8f8b8089c, <=50K, <=50K
56, Private,32446, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,3cea2cff-3224-4854-ab38-66e1881fb3d4, >50K, >50K
30, Private,323054, 10th,6, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States,0df3bcaa-76d2-4cdd-9f7a-d4557c6b6105, <=50K, <=50K
31, Private,332379, 7th-8th,4, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,00ed0508-4935-4a24-ac74-4d5a21ecdf59, <=50K, <=50K
42, Self-emp-not-inc,109273, Some-college,10, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States,f0cf93bf-3a87-486b-ab06-e481b41ec446, <=50K, <=50K
54, Private,221915, Prof-school,15, Never-married, Prof-specialty, Other-relative, White, Female,0,0,65, United-States,3e617e2c-8d98-4901-b16b-d931828f7a16, <=50K, <=50K
28, Local-gov,207213, Assoc-acdm,12, Never-married, Craft-repair, Own-child, White, Male,0,0,5, United-States,9c8f97d4-8434-4725-8514-a778ec08f9ec, <=50K, <=50K
27, Private,34273, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Female,0,1876,36, Canada,7a038479-2954-4c85-b18b-4fce035f617f, <=50K, <=50K
41, Local-gov,183224, Masters,14, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,40, Taiwan,0e0404fd-4ec0-4b10-9995-595908a5c904, >50K, >50K
29, Private,128777, 7th-8th,4, Divorced, Craft-repair, Unmarried, White, Female,0,0,55, United-States,f10f8b35-c384-4656-9179-f6a41ac6ed50, <=50K, <=50K
63, Self-emp-inc,137940, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States,6f366994-c183-4009-bc4a-690148fccc88, >50K, >50K
35, Self-emp-not-inc,168475, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,121a969c-9867-4ef2-9e06-0d30b2b87b62, >50K, >50K
55, Private,226875, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,4064,0,40, United-States,15a43eba-837b-4010-b06c-a8e164a2cfd5, <=50K, <=50K
28, Private,355259, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,f9099b85-4882-422c-8fb5-f8c030427c9b, >50K, >50K
57, Self-emp-not-inc,192869, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,72, United-States,f6f3ce83-844d-42e4-a455-e7a17d8d440e, <=50K, <=50K
34, Private,156464, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,85, England,9e6af51f-6847-4648-9511-52c2ba185c6d, >50K, >50K
31, Local-gov,295589, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States,af46fb2b-ab9d-424b-b955-3da6f80870dc, <=50K, <=50K
33, Private,280111, 11th,7, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,38, United-States,e8736a1d-418c-40b6-a250-778a48e2bd0c, <=50K, <=50K
48, Self-emp-inc,36020, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,6d298cf8-03c4-4957-8fd2-eb8d0c5bff3e, >50K, >50K
22, Private,243923, HS-grad,9, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0,0,80, United-States,e46c5fd5-f16e-4135-8b94-889c9f0b1235, <=50K, <=50K
51, Private,257485, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,f069df8c-b012-46df-91f1-2cd1a76b14ac, >50K, >50K
42, Private,228320, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States,5f02dc11-b638-40f7-8ce1-e1975f4c4e1f, >50K, >50K
33, Private,170769, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,da6554bd-2022-45db-89e8-370a580e5c6c, <=50K, <=50K
31, Private,58582, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,46, United-States,146bb7c5-1a23-47f9-909d-77ba30c58afe, <=50K, <=50K
26, Private,162302, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Philippines,f2c3d91a-406f-4052-8082-fdbab3159d68, <=50K, <=50K
39, Private,86551, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,60403b6a-4bb2-494e-999e-c5780ea6dba4, >50K, >50K
34, Private,204052, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,e19e2999-1200-4580-898c-72aa7f505cc4, <=50K, <=50K
52, Private,49243, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,e16408e4-395e-449c-b899-9229cb26ee7b, <=50K, <=50K
24, State-gov,147147, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,20, United-States,147f8bfb-d837-44a2-94ae-ec072b304643, <=50K, <=50K
45, State-gov,102308, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0488d01c-f528-41cb-af58-471a32112702, <=50K, <=50K
34, Local-gov,167063, HS-grad,9, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States,3b02dcf2-b663-4184-ba14-ed57b2bea582, <=50K, <=50K
40, Private,260761, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Mexico,e6f565a8-803c-4f3d-88e9-89540a23cfef, <=50K, <=50K
37, Self-emp-not-inc,143368, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,42fc188d-223b-4cd0-8fd1-00b829c1552a, <=50K, <=50K
41, Self-emp-not-inc,111772, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,40, United-States,5e671ff2-6d35-4a8b-bc25-2564711c1c9e, >50K, >50K
58, Private,430005, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,a3165991-321b-43d8-9a7b-51ff721b4df0, >50K, >50K
27, Private,302406, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States,1c130c51-3993-4e12-8e0e-fe2887630a0a, <=50K, <=50K
19, Private,285263, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,941115f1-f31b-41eb-ab27-3cf7cb72255d, <=50K, <=50K
27, Private,132326, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,d9e2da82-61f2-4427-bcfd-bcb9c213024a, <=50K, <=50K
59, Private,193335, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,8303dc47-efe5-4b8b-b397-9fc859e245f8, >50K, >50K
